菁仔樹	
菁仔欉	Na;VH
菁芳草	
菁菁	
菁蘭	
菁靛	A
菅仔	
菅芒	Na
菅芒	Na
菅芒花	
菅草	
菅蓁	Na
菅豪	
菇	b
菊	Na;b
菊花	Na
菊花	Na
菊花木	
菌	b
菖蒲	
菖蒲葉	Na
菜	VA;Na;VH
菜chhoah仔	
菜chhoah鼻	
菜chiN3	
菜hah8	
菜khok	Na
菜乾	Na
菜供	
菜兒	
菜公	Na
菜刀	Na
菜刀豆	
菜刀魚	
菜包	
菜友	
菜單	Na
菜圃	Nc
菜園	Nc
菜坩	
菜堂	Na
菜壟	Na
菜姑	Na
菜子油	Na
菜宅	Nc
菜尾	Na
菜市	
菜市仔	Nc
菜干	
菜底	Na
菜店	Nc
菜廚	Na
菜心	
菜擔	Na
菜擔仔	Na
菜料	Na
菜架	Na
菜架仔	Na
菜栽	
菜桌	Na
菜母	Na
菜湯	
菜燕	Na
菜玉	
菜瓜	Na
菜瓜khau	
菜瓜撮	
菜瓜蒲	
菜瓜蔞	
菜甲	
菜砧	Na
菜确	Na
菜碗	Na
菜稈	
菜種	Na
菜稿	
菜簽	
菜籃	Na
菜籽	Na
菜粽	
菜羹飯	Na
菜股	Na
菜脯	Na
菜脯干	
菜脯筋	
菜脯簽	
菜脯米	
菜脯絲	Na
菜脯角	Na
菜腳	
菜色	Na
菜花	Na
菜草頭	
菜蔬	Na
菜蟲	
菜蟳	
菜豆	Na
菜配	Na
菜雞	Na
菜頭	Na
菜頭long5	
菜頭簽	
菜頭腿	
菜頭酸	
菜飯	Na
菜餚	Na
菜館	Nc
菜鳥	
菜鳥仔	Na
菜鴨	
菜鴿	Na
菜鴿目	VH
菜鹹	Na
菜龜仔	
菝仔	Na
菝仔草	
菟絲	
菠菱仔	Na
菠菱仔	Na
菠蔆仔	Na
菠薐菜	Na
菩提子	
菩提子	
菩提果	
菩提樹	Na
菩薩	Na
華中	Nc
華北	Nc
華南	Nc
華噴	VH
華埠	Nc
華夏	Nc
華山	Nc
華府	Nc
華彩	VH
華文	Na
華新	Nc
華東	Nc
華沙	Nc
華沙公約	Nb
華燈	Na
華爾街	Nc
華盛頓	Nc;Nb
華美	VH
華興	Nc
華航	Nc
華裔	A
華西	Nc
華視	Nc
華語	Na
華費	VC;VH
華陀再世	
華雞	
華麗	VH
菱角	Na
菱角嘴	VH
菱角枕	
菱角菜	
菱角鳥	
菲律賓	Nc
菸	Na
萌生	VJ
萌起	VJ
萬	Cb
萬	Ne;Nb
萬一	Cb
萬不二	Cb
萬不幸	Cb
萬世	Dd
萬世代年	
萬事	Na
萬事通	Na
萬人堆	
萬代年	
萬全	VH
萬兩金	
萬刀剉	VB
萬力	Na
萬千	Df;VH
萬國	
萬壽	b
萬壽匏	Na
萬壽山	Nc
萬壽果	Na
萬壽菊	
萬安	VH
萬巒	Na
萬年刺	
萬年松	
萬年松	
萬年筆	Na
萬年青	Na
萬年龜	
萬幸	VH
萬惡	A
萬斤草	
萬歲	VH
萬歲爺	
萬歲藤	
萬物	Na
萬用	A
萬百姓	Na
萬福	Na
萬能	VH
萬花筒	Na
萬花鏡	Na
萬華	Nc
萬萬	Db
萬萬年	
萬言	Na
萬象	Na
萬里	Nc;Nf
萬里	Nc;Nf
萬金	Na
萬金囝	Na
萬靈丹	Na
萬項	
萬點金	
萬點青	
萱草	Na
萵仔菜	Na
萹蓄草	
落	VA
落	VA
落	VA;Ne;Nc;VC;Nf;VJ;Ng
落	VA;VR
落	VA;VR;VI
落chhih8	VH
落lam3	VJ
落lau2	VC
落song7	VH
落三落四	VH
落下ham	VA
落下頦	VA
落下頦	VA;VC
落下頷	VA;VC
落交	VH
落人嘴	VH
落伍	VH
落低	VA
落低	VA;Na
落佮吐	VA
落來	VA;Ng
落俗	Na;VL
落停	VH
落價	VH
落價	VJ;VH
落入	VR
落八	VC
落勢	VH
落匙	
落半旗	VA
落南	VC
落去	VA;Di
落去樓腳	VA
落句	Nf;VH
落台	VA
落名	VA
落名	VA;VC
落吐瀉	Na
落吐症	Na
落喉	
落嘴齒	
落土	VA
落土	VA
落土	VA
落在	VC
落地	VA
落坐	VH
落坐	VH
落場	Na
落塌	VH
落墟	VA
落字	
落字	
落孤鳥	VH
落定	Na
落尺	VH
落尾	Nc;Nd
落尾來	Nd
落尾手	Nd
落屎	VA;VH
落屎星	Na
落屎楠	
落屎症	Na
落屎藥	Na
落屎馬	Na;VH
落山	VA
落山風	Na
落崎	Nc;VH
落嶺	VA
落工	VH
落工夫	VA
落差	Na
落幕	VH
落庀	
落床	VA
落床腳	
落後	VJ
落後年	
落後年	VA
落後日	Nd
落後日	Nd
落心	VK;Dh;VH
落志	VH
落性	VC
落成	VH
落戲	
落手	VA;VF;VH
落拍	
落括	VH
落掉	VR
落插	VA
落擺	VC
落攔頭	Na
落敗	VH
落教	VA;VH
落斷	VH
落日	Na
落昨日	Nd
落昨日	VA;Nd
落景	VC
落本錢	
落杓仔	
落柴	VB
落棺	VB
落榫	
落榫	
落樓梯	
落款	VA
落殼	VH
落殼欑	
落毛	
落毛	VA
落水	VA
落水	VA;Na
落水雞仔	Na
落油鼎	
落泊	VH
落洘	VA
落流	
落海	VA;VH
落淚	VA
落湖	VH
落溝	VH
落濛	
落瀉病	Na
落災	VH
落無	VH
落獄	VA
落班	VA
落田	VA
落疕	
落監	VA
落眠	VA;VH
落眠床	VA
落科	
落種	VA
落穗	
落空	VH
落空行	VA
落空車	
落空逝	
落空銃	VH
落站	VC
落第	VH
落筆	VA
落籍	VC
落糬	
落級	VB
落網	VA;VH
落翼仔	
落耦	VH
落耳	VH
落耳	VH
落職	
落肉	VH
落肚	
落肚痧	
落肥	VB
落肩胛	
落肩風	
落胎	VA;VH
落腳	
落腳生	Na
落腸	
落腸頭	
落腹	
落臉	VH
落船	
落色	VA;VB
落色	VH
落花	Na
落花生	Na
落花生粕	
落落	VR
落落	VR
落落來	VR
落落去	VR
落落吐	
落葉	
落葉	Na
落葬	VA;VC
落蓑	
落蓬	
落薄	VH
落藥	VA
落衰	VH
落衰	VH
落衰	VH
落西北	Nc
落訂	
落詼	
落課	VH
落貨	VA
落走	VA
落跑	VA
落身	VH
落車	VA
落軟	VB;VH
落選	VH
落酷	
落鏇	
落陣	VH
落難	VH
落雨	VA
落雨天	Nd
落雨霎仔	
落雪	VA
落雷	VA
落雹	
落霜	VA
落頓	
落頭毛	
落馬	VB
落馬風	
落鬮	VH
落魄	VH
落鼎	VB
落齒	
葉	Nf;Nb
葉下珠	
葉下球	
葉下白	
葉下紅	
葉仔	Na
葉仔	Na
葉仔路	Na
葉似花	Na
葉枝	
葉柄	Na
葉甲	Na
葉稈	Na
葉稿	Na
葉筋	Na
葉絲	Na
葉網	Na
葉脈	Na
葉身	Na
葉門	Nc
著	Db;Dd;Di;VC;P2;Da;Nf;P3;VJ;Ng;VH
著	Di
著ka-chak8	VR
著that	VH
著tiau5	VH
著一驚	VH
著作	Na
著作	Na
著作人	Na
著作物	Na
著作者	
著傷	VH
著傷	VH
著冊	VA
著力	VH
著加促	VH
著勢	VH
著去	
著吊	VB;VH
著味	
著咯	
著咳浞	VR
著大病	
著天吊	VH
著寒熱仔	
著寒陰	
著年	
著急	VH
著愛	Db;VC
著愛知	Na;VK
著我	
著手	VF
著扦	
著日	VA
著是	Db;VG;Cb
著時	Dd;VH
著暝	VA
著書	VA
著月	
著有	VJ
著欲	Db
著毒	VH
著法	VH
著火	VA;VH
著火	VH
著火燒	VH
著災	VH
著災	VH
著熱狂	VH
著燒	VC
著特獎	
著狂	VH
著猴	VA;Na;Nf;VH
著猴損	Na;VH
著猴爽	b
著猴踔	Na
著班	VA
著生驚	VH
著病	VA;VH
著病風	VH
著痧	VH
著瘟	
著瘧疾	
著眼	VJ
著眼點	Na
著睏災	
著睏痧	
著磨	Na;VC;VH
著稱	VI
著笑脾	
著等	VK
著算	Cb
著箭	Di
著節氣	VH
著籤	
著總	VH
著背	
著背	
著腳觸	VH
著芝磨	VH
著苦	VH
著苦疼	VH
著落	Na
著著	V_
著著	V_
著蟲	
著衰	VH
著觸	VH
著賊偷	VH
著路	Na
著述	Na
著邪	
著銃	VA
著鏢	
著靠	
著頭	VC
著飢荒	
著駘	
著驚	VK;VH
著魔神	VH
葛	Nb
葛薯	
葛藤	Na
葛藤草	
葡萄	Na
葡萄	Na
葡萄乾	Na
葡萄叢	
葡萄柚	Na
葡萄樹	
葡萄牙	Nc
葡萄糖	Na
董	Nb
董事	Na
董事會	Na
董事長	Na
葫	b
葫蘆	Na
葫蘆匏	
葫蘆竹	
葫蘆腰	Na
葬	VC
葬儀社	Nc
葬式	Na
葭	b
葯	Na
葵	
葵扇	
葵扇	Na
葵扇	Na
葵棕	Na
葵花	
蒂	b
蒐證	VA
蒐購	VD
蒐集	VC
蒙	VC;P0;Nb;VJ
蒙受	VJ
蒙古	Nc
蒙哥	
蒙特婁	Nc
蒙羞	VH
蒙胞	Na
蒙蔽	VC
蒙藏委員會	Nb
蒙面	VA
蒜仔	Na
蒜仔栽	Na
蒜仔花	
蒜仔骨	b
蒜末	Na
蒜絨	Na
蒜絨	Na;b
蒜絨枝	Na
蒜絨枝	Na
蒜頭	Na
蒜香藤	
蒝荽	Na
蒞臨	VC
蒯通仔	
蒲	Nb;b
蒲公英	
蒲公英	Na
蒲去	VH
蒲團	Na
蒲桃	
蒲英	
蒲葵	Na
蒸	VH
蒸氣	Na
蒸發	VA
蒸蒸日上	VH
蒸餾	VC
蒸餾水	Na
蒸鼻	
蒺藜	Na
蒼	b
蒼朮	
蒼生	Na
蒼耳	
蒿	b
蒿茼	
蓄	VC
蓄	b
蓄傢伙	VA
蓄嫁妝	
蓄水池	Na
蓄田園	
蓄電器	
蓄電池	Na
蓄電量	Na
蓄音機	Na
蓆	Na
蓆草	
蓊	VH
蓊影	Na
蓋	Na;VC
蓋	VC
蓋	VC;Df
蓋一大	VH
蓋仔	Na
蓋仙	Na
蓋印仔	VA
蓋好	VH
蓋毯仔	
蓋洛普	Nc;Nb
蓋滷	VA
蓋章	VA
蓋笑	VA
蓋第一	VH
蓋被	
蓍草	
蓑	Na;b
蓖	
蓖麻	
蓬	Nf
蓬	Nf
蓬勃	VH
蓬弄鬆	VH
蓬弄鬆	VH
蓬心	A
蓬心	VH
蓬果	Na
蓬生果	Na
蓬萊	Nc
蓬蓬沖	b
蓬蓬燻	
蓬蓬著	VH
蓬蓬颺	
蓬鬆	VH
蓬鬆	VH
蓬鬆物	
蓮	b
蓮台	Na
蓮子	Na
蓮子心	Na
蓮房	
蓮池	Na
蓮花	Na
蓮花坐	VA
蓮花池	Nc
蓮花燈	
蓮花痔	
蓮花舌	Na
蓮花苞	Na
蓮花頭	Na
蓮苞	Na
蓮蕉	
蓮藕	Na
蓮藕	Na
蓮霧	Na
蓼	b
蓼稿	b
蓼花	
蔓	b
蔓桃花	
蔓荊子	
蔓菁	Na
蔓蔓	
蔗	b
蔗園	Na
蔗粕	Na
蔗糖	Na
蔗龜	
蔗	Nc
蔘仔	Na
蔞藤	
蔡	Nb
蔡板草	
蔡牽	
蔣	Nb
蔣總統	Na
蔥	Na
蔥仔白	
蔥珠	Na
蔥管	Na
蔥管白	
蔥管鼻	
蔥脆	VH
蔥菜	Na
蔥蒜	Na
蔥藕	Na
蔥頭	Na
蔫	b;VH
蔫去	
蔫脯	VH
蔬	b
蔬果	Na
蔬菜	Na
蔭	b
蔭kham3	
蔭份	Na;b
蔭分	Na
蔭堆	
蔭屍	Na
蔭影	VC;VH
蔭火	VA
蔭瓜仔	
蔭綠	VH
蔭股	Na
蔭葉	
蔭豉	
蔭豉仔	
蔭身	Na
蕃薯	Na
蕃薯園	
蕃薯市	Nc
蕃薯皮	Na
蕃薯簽	Na
蕃薯籤	
蕃薯粉	
蕃薯糜	
蕃薯舅	Na
蕃薯葉	
蕃薯藤	
蕃藷	Na
蕃藷葉	
蕉	b
蕉袋	Na
蕉農	Na
蕊	Nf;b
蕗gio5	
蕗蕎	
蕗蕎蔥	
蕘	b
蕨山貓	
蕨貓	
蕨貓心	
蕨貓草	
蕩	b
蕩時日	VJ
蕩蕩晃	VA
蕪菁	Na
蕭邦	Nb
蕹菜	Na
蕹菜hong5	
薁蕘	
薄	VH
薄倖	VH
薄利	Na
薄命	VH
薄弱	VH
薄待	
薄情	VH
薄板仔	Na
薄皮	VH
薄皮仔	Na
薄福	VH
薄禮	VH
薄竹仔紙	
薄膜	Na
薄茶	
薄荷	Na
薄菇	
薄葉桐	
薄酒	Na
薄釐絲	VH
薅	VC
薈	b
薏仁	
薏仁	
薏米	
薏苡	
薑	Na
薑母	
薑母頭	
薑絲	
薑餅	Na
薑黃	
薔薇	Na
薛	Nb
薜荔	
薝蔔	
薟	Na;VH
薟椒仔	Na
薟薑仔	Na
薟辣辣	
薦任	Na
薩	Nc
薪俸	Na
薪傳	VA
薪勞	Na
薪水	Na
薪津	Na
薪火相傳	VA
薪禾	Na
薪酬	Na
薯斗	
薯榔	
薯榔藤	
薯豆	
薯鰻	
薰	Na;VC
薰仔間	
薰吹	Na
薰嘴	Na
薰嘴仔	Na
薰土	Na
薰塞仔	Na
薰屎	Na
薰枝	Na
薰殼仔	Na
薰油	
薰絲	Na
薰絲	Na
薰草	Na
薰葉	Na
薰農	
薰酒	Na
薸	Na
藉口	Na;VE;on
藉手	Na;VC
藉故	Dh
藉機	Dh
藉著	P3
藉著	P3
藉言	Na;VE;on
藉詞	Na;VE;on
藉話	Na
藍	VH
藍	VH
藍	VH
藍圖	Na
藍圖	Na
藍天	Na
藍本	Na
藍本	Na
藍色	Na
藍色	Na
藍靛	A
藍鵲	
藏	VA;VC
藏	VA;VC
藏bi7	
藏人	Na
藏書	Na
藏步	
藏水	VA
藏水bi7	
藏起來	VR
藏身	VA
藏鏡人	
藏頭沕	Dh
藐視	VJ
藕	Na
藕節	Na
藕粉	Na
藝	b
藝人	Na
藝名	Na
藝品	Na
藝壇	Nc
藝妓	Na
藝妲	Na
藝專	Nc
藝展	Na
藝文	A
藝旦鯊	
藝林	Na
藝能	Na
藝術	Na
藝術化	VH
藝術品	Na
藝術字	
藝術家	Na
藝術性	Na
藝術界	Nc
藝術館	Nc
藝量	VC
藝量	VC
藝閣	Na
藤	Na
藤仔	
藤仔花	Na
藤床	
藤捧	
藤皮	Na
藤薯	
藤鶯	
藥	Na
藥丸	Na
藥仔店	Nc
藥劑	Na
藥劑師	Na
藥力	Na
藥包	Na
藥味	Na
藥品	Na
藥商	Na
藥單	Na
藥圓	Na
藥學	Na
藥局	Nc
藥帖	Na
藥師	Na
藥店	Nc
藥廠	Nc
藥引	Na
藥性	Na
藥戥	
藥房	Nc
藥效	Na
藥散	Na
藥散	Na
藥方	Na
藥末	Na
藥材	Na
藥材王	Nb
藥栓	
藥條	
藥櫥	
藥氣	Na
藥水	Na
藥水布	Na
藥水棉	
藥渣	Na
藥湯	Na
藥滓	Na
藥片	Na
藥物	Na
藥王	Nb
藥理學	Na
藥用	VH
藥粉	Na
藥粕	Na
藥紗布	
藥罐	
藥膏	Na
藥草	Na
藥虎	
藥蛆	
藥酒	Na
藥量	Na
藥鈷	
藥頭	Na
藥頭仔	Na
藥餅	Na
藩屏	Na
藩籬	Na
藻	Na
藻類	Na
藿香	
蘆ta3	
蘆柑	
蘆洲	Nc
蘆竹	Na
蘆竹仔	Na
蘆筍	Na
蘆荀	
蘆荻	Na
蘆葦	Na
蘆薈	Na
蘆薈	Na
蘆薈	Na
蘆藤	
蘆黍	
蘆黍	
蘇	VJ;VH
蘇俄	Nc
蘇州話	
蘇木	
蘇枋	
蘇格蘭	Nc
蘇氣	VH
蘇派	VH
蘇澳	Nc
蘇澳港	Nc
蘇爽	VH
蘇維埃	Nc
蘇聯	Nc
蘇花公路	Na
蘇鐵	
蘋婆	
蘋果	Na
蘡	Na
蘢	b
蘢	b
蘢蘢	
蘢親情	Na
蘭	b
蘭嶼	Nc
蘭嶼	Nc
蘭花	Na
蘭陽	Nc
蘭陽溪	Nc
蘿蔔	Na
蘿蔔	Na
蘿蔔菜	Na
虎	VD;Na
虎siu7	Nc
虎仔花	
虎仙	Na
虎使爺	
虎口	Na
虎口嘴	Na
虎口門	Na
虎咬hong5	
虎嘴齒	Na
虎姑婆	
虎威	Na
虎婆刺	
虎將	Na
虎將公	
虎將爺	
虎尾	Na
虎尾棕	
虎尾蘭	
虎岫	Nc
虎廚	Na
虎押	Na
虎撐頷	
虎斑	
虎斑狗	
虎斑點	
虎杖	
虎梅刺	
虎燈籠	
虎爪蘭	
虎爪豆	
虎爺	
虎狼心肝	VH
虎獅	VD
虎獅拿	VD
虎獅狗	Na
虎皮	Na
虎皮楠	
虎皮花	
虎皮雀	
虎相公	
虎神	
虎穴	Nc
虎符	Na
虎耳草	
虎聖公	
虎聖爺	
虎聖王	
虎膦仙	VA;Na
虎膦嘴	VA
虎花	VD
虎莓	Nc
虎莓刺	
虎藥	
虎視眈眈	VH
虎豹母	
虎豹母	Na
虎頭山	Nc
虎頭柑	
虎頭蜂	Na
虎頭鉗	Na
虎骨	
虎鬍	
虎鬚	VC
虎鯊	
虎鰻	Na
虐	b
虐	b
虐	b
虐嘴	VH
虐待	VC
虐待	VC
虔心	Na;VH
虔意	Na;VH
虔捋捋	VH
虔敬	VH
虔笑	VA
虔誠	VH
處	Nf
處世	VA
處事	VA
處分	Na;VC
處刑	VB
處和	VA;VC
處在	VJ
處境	Na
處女	Na
處女	Na
處女地	Na
處折	VD
處方	Na
處於	VJ
處暑	
處死	VC
處決	VC
處治	VC;VE
處理	VC
處理器	Na
處理機	Na
處置	VC
處置	VC
處罰	VC
處罰	VC
處長	Na
虛	VH
虛	VH
虛lam2	VH
虛假	VH
虛偽	VH
虛名	Na
虛報	VC
虛實	Na
虛幻	VH
虛底	
虛弱	VH
虛心	VH
虛心	VH
虛情假意	VI
虛榮	VH
虛構	VC
虛歲	Na
虛泛	VH
虛火	
虛無	VH
虛無主義	Na
虛線	Na
虛脫	VH
虛花	VH
虛荏	VH
虛華	VH
虛裂裂	VH
虛設	VC
虛詐	VH
虛詞	Na
虛譀	
虛銜	
虛驚一場	Na
虞	Nb
號	Na;VG;Nf
號令	Na;VC
號做	VG
號去	
號叫	VG
號召	VF
號名	VG;VB
號吹	Na
號外	Na
號數	Na
號旗	
號炮	
號碼	Na
號碼	Na
號筒	Na
號誌	Na
號頭	Na
號頭旗	Na
號頭銃	
虧	Db;VC
虧待	VC
虧心	A
虧心行	Na
虧損	VJ
虧損累累	VH
虧本	VH
虧空	VJ
虧缺	
虫	Na
虯	VH
虯之溜	VH
虯儉	VH
虯毛	Na;VB
虯溜溜	
虯腳筋	
虯頭毛	Na;VB
虯龍	
虱	b
虱母	Na
虱母	Na
虱母仔	Na
虱母子	
虱母頭	
虱目	
虱目魚	Na
虱篦	
虱篦	
虹	Na
虹仔	
虹尿	
虼蚤	Na
虼蠐	Na
蚊	Na
蚊sak仔	Na;VB
蚊仔	Na
蚊仔水	Na
蚊仔窗	Na
蚊仔薰	Na
蚊仔香	Na
蚊微	
蚊摔	Na;VB
蚊摔仔	Na;VB
蚊母	
蚊罩	Na
蚊薰	Na
蚊蟲	Na
蚊香	Na
蚋	Na
蚋仔草	Na
蚌	Na
蚓	b
蚜	b
蚝碾	
蚵	Na
蚵仔	Na
蚵仔兜	VC
蚵仔煎	
蚵仔輾	
蚵仔鹹	VH
蚵油	Na
蚵湯	
蚵糋	
蚵羹	
蚵酺	b
蚶	b
蚶仔	
蚶參柑	
蚶殼草	
蚶蚶	VH
蚼	
蚼仔	
蚼蟻	Na
蚼蟻堆	Na
蚼蟻塔	Na
蚼蟻岫	Na
蚼蠅	Na
蛀	VC
蛀嘴齒	Na
蛀核	VC
蛀洞	Na
蛀空	Na
蛀穿	Na
蛀膩瓤	
蛀蚼	Na
蛀蛘	Na
蛀蟲	Na
蛀骨nng5	
蛀鼻	
蛀齒	Na
蛀龜仔	Na
蛆	Na
蛆	Na
蛆蟲	Na
蛇	Na
蛇婆	
蛇抱	
蛇木	
蛇殼	
蛇波	
蛇波勒	
蛇舅母	Na
蛇舌hong5	
蛇葡萄	
蛇藥草	
蛇蛻	
蛇蟒	Na
蛇蠱	
蛇頭	
蛇鬚	
蛇鰻	
蛇鵰	
蛇鷹	
蛇麻草	Na
蛇龜	
蛉	b
蛋	Na
蛋白質	Na
蛔虫	
蛘廣西	Na
蛘蜅西	Na
蛙	Na
蛙	Na
蛛絲馬跡	Na
蛜蝛	Na
蛞蝓	b
蛟	Na
蛟龍	
蛤kui仔	Na
蛤仔	Na
蛤仔泅	
蛤蚧	Na
蛤蛙	Na
蛤蛙仔	Na
蛤蜊	Na
蛤螺	Na
蛸	b
蛹	Na
蛻毛	
蛻毛	VA
蛻毛	VA
蛻補	
蛻變	VA
蛾	Na
蛾	Na
蛾眉	Na
蛾眉豆	
蜀	Nc
蜀七	
蜀葵	
蜂	Na;b
蜂siu7	Na
蜂siu7-eng	
蜂siu7煤	Na
蜂siu7空	Na
蜂仔	
蜂刺	
蜂岫	Na
蜂岫癰	
蜂岫肚	Na
蜂廚	
蜂王	Na
蜂窩疽	
蜂箱	
蜂腰	Na
蜂虎	
蜂蜜	Na
蜂蝦	Na
蜂針	
蜂鷹	
蜅	Na
蜅蛙	Na
蜆仔	
蜇	Na
蜇魚	
蜇魴	
蜈蚣	Na
蜈蚣旗	
蜈蚣樹	
蜈蚣珠	Na
蜈蚣竹	
蜈蚣舅	
蜈蚣草	
蜈蚣蛸	
蜈蚣蛸	Na
蜈蜞	Na
蜈蜞	Na
蜈蜞	Na
蜈蜞	Na
蜈蜞咬	
蜈蜞帶	Na
蜈蜞脯	
蜈蜞襪	
蜈蜞釘	
蜉蝣	Na
蜊仔	Na
蜊仔葉	
蜘蛛	Na
蜘蛛絲	Na
蜘蛛網	Na
蜚	b
蜜	Na
蜜房	Na
蜜月	Na
蜜柑	
蜜水	
蜜蜂	Na
蜜蠟	Na
蜜餞	Na
蜞	Na
蜢	b
蜣螂	
蜱	
蜷	VA;b
蜷山路	
蜷索仔	
蝒蟲	Na
蝕	VC
蝕日	VA
蝕月	Na
蝕本	Na;VC;VJ;VH
蝕水	VA
蝕痕	VC
蝕秤	
蝕秤頭	
蝕重	
蝘蜓	Na
蝙蝠	Na
蝡價	VA
蝦	Na
蝦乾	Na
蝦仁	Na
蝦仔	Na
蝦公鬚	
蝦卑	Na
蝦卵	Na
蝦子	Na
蝦尾	
蝦猴	
蝦籠仔	
蝦米	Na
蝦米曲	VA
蝦米蹺	VA
蝦蛄	
蝦蛄蟞	
蝦蛄頭	
蝨母	Na
蝨母	Na
蝨母卵	
蝴蝶	Na
蝴蝶花	
蝴蝶蘭	
蝶	b
蝶	b
蝶仔	Na
蝶仔粉	
蝶仔花	
蝶仔花	Na
蝶仔草	
蝶蘭	
蝹	
蝹先生	Na
蝹碖蜷	
蝹蜷	VA
蝹蜷路	
蝹蝹蜷蜷	
螂蜈	
螂蜈椅	
螉蠮	Na
螉蠮腰	Na
螉蠮蜂	Na
融入	VR
融合	VC
融資	Na;re;VB
融通	VA;VC
螟個	Na
螟個囝	
螟蛉	Na
螟蛉子	Na
螢	b
螢光	VH
螢光幕	Na
螢幕	Na
螫著	
螳臂當車	VA
螺	Na
螺仔	Na
螺仔殼	Na
螺仔餅	
螺仔鬃	Na
螺哨角	Na
螺旋	Na
螺殼	Na
螺母	Na
螺疕	
螺絲	Na
螺絲	Na
螺絲刀	Na
螺絲帽	
螺絲母	
螺絲母	Na
螺絲牙	Na
螺絲牙	Na
螺絲絞	Na
螺絲絞	Na
螺絲釘	Na
螺絲釘	Na
螺絲鏇	Na
螺肉	
螺蒂	
螺貝	
螺鈿	
螺鬃	Na;VB
螽蟴	
螿蜍	Na
蟉蚤	Na
蟉蚤	Na
蟉蟬	Na
蟉蠐	Na
蟉蠽	Na;b
蟉蠽翅	
蟉蠽草	
蟋蟀	Na
蟋蟀	Na
蟑蜍	Na
蟑蜍	Na
蟒蛇	Na
蟞	
蟞	
蟟	
蟟鯉	Na
蟠桃	Na
蟧蜈	
蟧蜈車	Na
蟧蜈車	Na
蟫仔	Na
蟫蟲	Na
蟫蠽	Na
蟫魚	Na
蟬	Na
蟬仔	Na
蟬聯	VJ
蟯	Na;b
蟯	b
蟯	b
蟯仔	Na
蟯嗤嘈	VA
蟯嗤嘈	VH
蟯弄	VC
蟯歹	VH
蟯癢	VB
蟯絲	
蟯蟯	
蟯蟯chhoah	VH
蟯蟯chhoah	VH
蟯蟯so5	VA
蟯蟯so5	VH
蟯蟯動	VA
蟯蟯動	VH
蟯蟶	VH
蟲	Na
蟲害	Na
蟲絲	Na
蟲草	Na
蟲豸	Na
蟳	Na
蟳仔	Na
蟳仔仁	Na
蟳灰	
蟳管	Na;b
蟳管挾	Na
蟳管腳	Na;b
蟳管菜	
蟳膏	Na
蟳菜	
蟶	b
蟶坪	
蟶埕	
蟶無影	Na
蟹	Na
蟹仔	Na
蟺蟲仔	Na
蟺蟲仔	Na
蟺蟲仔	Na
蟻	Na
蟾蜍	Na
蟾蜍	Na
蟾蜍	Na
蟾蜍蘭	
蠅	b
蠅虎	Na
蠍仔	Na
蠍仔蟲	Na
蠐	b
蠓罩	Na
蠔仔	Na
蠔殼灰	
蠔殼灰	VH
蠔鏡	
蠕	VA
蠕	VA;b
蠟	Na
蠟像	Na
蠟板	Na
蠟條	Na
蠟燭	Na
蠟燭台	Na
蠟燭心	
蠟燭油	
蠟盤	Na
蠟筆	Na
蠟紙	Na
蠢笨	VH
蠱脹	
蠶	Na
蠶	Na
蠶豆	Na
蠹魚	Na
蠻	Df
蠻柴頭	Na;VH
蠻皮	VH
蠻皮病	
蠻皮癬	Na
蠻鼠	
蠽仁	Na
蠽仔	Na
蠽膏	Na
血	Na
血仇	Na
血債	Na
血凍	Na
血印	Na
血型	Na
血型	Na
血塊	Na
血壓	Na
血壓	Na
血崩	VH
血崩山	VH
血巴	Na
血庫	Na
血庫	Na
血性	Na
血戰	VA;Na
血抱心	Na;VI
血攻心	VI
血書	Na
血本	Na
血本無歸	VH
血朵	Na
血根草	
血案	Na
血桐	
血母	Na
血氣	Na
血水	Na
血汗	Na
血汗	Na
血汗錢	Na
血油	Na
血泊	Na
血流如注	VH
血液	Na
血淚	Na
血清	Na
血滓	Na
血漏	VH
血漢	VH
血漿	Na
血漿	Na
血球	Na
血疤	
血痕	Na
血痢	Na
血痣	
血瘤	Na
血癌	Na
血筋	Na
血管	Na
血糖	Na
血糖	Na
血統	Na
血緣	Na
血肉	Na
血脈	
血脈	Na
血腮腮	VH
血臊	VH
血色	Na
血虛	VH
血蚶	
血蟯	
血蟲	Na
血衣	Na
血親	Na
血角	Na
血跡	Na
血跡	Na
血路	Na
血量	Na
血量	Na
行	Na
行	VA;Nf;VH
行	VA;Nf;VH
行	VA;Nf;VH
行be7通	VH
行hong5	VH
行oa2	VR
行thang3-thang3	VR
行一choa7	
行一lian3	
行事	VA
行云	VA
行人	Na
行伍	Na;VH
行使	VC
行倒退	
行傳	
行儀	Na
行兇	VA
行凶	VA
行刑	VB
行列	Na
行到	VR
行刺	VC
行劫	VC
行動	VA;Na
行動	VA;Na
行勻	VA
行去	
行去	VR;VH
行去a	VH
行口	Nc
行向	Na;VK
行吟	VA
行員	Na
行商	VA;Na
行善	VA
行大禮	VA
行宜	Na
行宮	Nc
行家	Na
行山	VA
行庫	Nc
行強	
行彎路	VA
行後山	VB
行後門	
行徑	Na
行徙	VA
行情	Na
行憲	VA
行房	VA
行房	VA;Na
行拳	VA
行放	Na
行政	Na
行政區	Na
行政法院	Nc
行文	VC
行星	Na
行春	VA;Nb
行時	VH
行暗路	VH
行會通	VH
行李	Na
